tradingitemid,fromdate,todate,divadjfactor
2626277,2018-09-14 00:00:00.000000,2018-11-15 00:00:00.000000,0.8705482882
2626277,2018-11-16 00:00:00.000000,2019-02-13 00:00:00.000000,0.8756970242
2626277,2019-02-14 00:00:00.000000,2019-05-16 00:00:00.000000,0.8810327361
2626277,2019-05-17 00:00:00.000000,2019-08-15 00:00:00.000000,0.8869047218
2626277,2019-08-16 00:00:00.000000,2019-09-26 00:00:00.000000,0.8930723485
2626277,2019-09-27 00:00:00.000000,2019-11-14 00:00:00.000000,0.9541413001
2626277,2019-11-15 00:00:00.000000,2020-02-12 00:00:00.000000,0.9604037135
2626277,2020-02-13 00:00:00.000000,2020-05-14 00:00:00.000000,0.9665998665
2626277,2020-05-15 00:00:00.000000,2020-08-13 00:00:00.000000,0.9780434324
2626277,2020-08-14 00:00:00.000000,2020-11-11 00:00:00.000000,0.9864314549
2626277,2020-11-12 00:00:00.000000,2021-02-10 00:00:00.000000,0.9927927928
2626277,2021-02-11 00:00:00.000000,,1.0000000000
2626794,2017-11-14 00:00:00.000000,2018-02-13 00:00:00.000000,0.9313277248
2626794,2018-02-14 00:00:00.000000,2018-05-15 00:00:00.000000,0.9382528954
2626794,2018-05-16 00:00:00.000000,2018-08-13 00:00:00.000000,0.9447168687
2626794,2018-08-14 00:00:00.000000,2018-11-13 00:00:00.000000,0.9499329688
2626794,2018-11-14 00:00:00.000000,2019-02-13 00:00:00.000000,0.9547111968
2626794,2019-02-14 00:00:00.000000,2019-05-15 00:00:00.000000,0.9598856745
2626794,2019-05-16 00:00:00.000000,2019-08-13 00:00:00.000000,0.9652705517
2626794,2019-08-14 00:00:00.000000,2019-11-13 00:00:00.000000,0.9706818725
2626794,2019-11-14 00:00:00.000000,2020-02-12 00:00:00.000000,0.9762647322
2626794,2020-02-13 00:00:00.000000,2020-05-13 00:00:00.000000,0.9813248702
2626794,2020-05-14 00:00:00.000000,2020-08-12 00:00:00.000000,0.9859446323
2626794,2020-08-13 00:00:00.000000,2020-11-11 00:00:00.000000,0.9907506334
2626794,2020-11-12 00:00:00.000000,2021-02-10 00:00:00.000000,0.9958412838
2626794,2021-02-11 00:00:00.000000,,1.0000000000
282940499,2017-12-28 00:00:00.000000,2018-03-21 00:00:00.000000,0.9310267737
282940499,2018-03-22 00:00:00.000000,2018-07-04 00:00:00.000000,0.9364084313
282940499,2018-07-05 00:00:00.000000,2018-09-26 00:00:00.000000,0.9418857853
282940499,2018-09-27 00:00:00.000000,2018-12-26 00:00:00.000000,0.9466586939
282940499,2018-12-27 00:00:00.000000,2019-03-20 00:00:00.000000,0.9520276747
282940499,2019-03-21 00:00:00.000000,2019-07-04 00:00:00.000000,0.9572459803
282940499,2019-07-05 00:00:00.000000,2019-09-25 00:00:00.000000,0.9625061088
282940499,2019-09-26 00:00:00.000000,2019-12-25 00:00:00.000000,0.9673599872
282940499,2019-12-26 00:00:00.000000,2020-03-25 00:00:00.000000,0.9719733793
282940499,2020-03-26 00:00:00.000000,2020-06-24 00:00:00.000000,0.9780566620
282940499,2020-06-25 00:00:00.000000,2020-09-23 00:00:00.000000,0.9844774075
282940499,2020-09-24 00:00:00.000000,2020-12-20 00:00:00.000000,0.9900535490
282940499,2020-12-21 00:00:00.000000,2021-03-24 00:00:00.000000,0.9949982753
282940499,2021-03-25 00:00:00.000000,,1.0000000000
283454304,2017-11-14 00:00:00.000000,2018-02-22 00:00:00.000000,0.9398695350
283454304,2018-02-23 00:00:00.000000,2018-05-21 00:00:00.000000,0.9453900609
283454304,2018-05-22 00:00:00.000000,2018-08-20 00:00:00.000000,0.9509674391
283454304,2018-08-21 00:00:00.000000,2018-11-12 00:00:00.000000,0.9559398178
283454304,2018-11-13 00:00:00.000000,2019-02-25 00:00:00.000000,0.9615696747
283454304,2019-02-26 00:00:00.000000,2019-05-20 00:00:00.000000,0.9671156313
283454304,2019-05-21 00:00:00.000000,2019-08-19 00:00:00.000000,0.9720963800
283454304,2019-08-20 00:00:00.000000,2019-11-18 00:00:00.000000,0.9764186044
283454304,2019-11-19 00:00:00.000000,2020-02-24 00:00:00.000000,0.9807406733
283454304,2020-02-25 00:00:00.000000,2020-05-18 00:00:00.000000,0.9848026598
283454304,2020-05-19 00:00:00.000000,2020-08-17 00:00:00.000000,0.9887733975
283454304,2020-08-18 00:00:00.000000,2020-11-16 00:00:00.000000,0.9921917350
283454304,2020-11-17 00:00:00.000000,2021-02-22 00:00:00.000000,0.9956993437
283454304,2021-02-23 00:00:00.000000,,1.0000000000
2634583,2017-12-15 00:00:00.000000,2018-03-04 00:00:00.000000,0.9092324041
2634583,2018-03-05 00:00:00.000000,2018-05-22 00:00:00.000000,0.9173455301
2634583,2018-05-23 00:00:00.000000,2018-09-19 00:00:00.000000,0.9254338670
2634583,2018-09-20 00:00:00.000000,2018-12-16 00:00:00.000000,0.9330298703
2634583,2018-12-17 00:00:00.000000,2019-03-03 00:00:00.000000,0.9398324413
2634583,2019-03-04 00:00:00.000000,2019-05-21 00:00:00.000000,0.9470979620
2634583,2019-05-22 00:00:00.000000,2019-09-18 00:00:00.000000,0.9540195849
2634583,2019-09-19 00:00:00.000000,2019-12-18 00:00:00.000000,0.9601812373
2634583,2019-12-19 00:00:00.000000,2020-03-02 00:00:00.000000,0.9663662589
2634583,2020-03-03 00:00:00.000000,2020-05-18 00:00:00.000000,0.9722598442
2634583,2020-05-19 00:00:00.000000,2020-09-15 00:00:00.000000,0.9792236212
2634583,2020-09-16 00:00:00.000000,2020-12-20 00:00:00.000000,0.9858866038
2634583,2020-12-21 00:00:00.000000,2021-03-02 00:00:00.000000,0.9925359267
2634583,2021-03-03 00:00:00.000000,,1.0000000000
244652395,2017-11-16 00:00:00.000000,2018-02-26 00:00:00.000000,0.9568413146
244652395,2018-02-27 00:00:00.000000,2018-05-16 00:00:00.000000,0.9610156102
244652395,2018-05-17 00:00:00.000000,2018-08-15 00:00:00.000000,0.9654932601
244652395,2018-08-16 00:00:00.000000,2018-11-08 00:00:00.000000,0.9692762115
244652395,2018-11-09 00:00:00.000000,2019-02-13 00:00:00.000000,0.9734157148
244652395,2019-02-14 00:00:00.000000,2019-05-12 00:00:00.000000,0.9785760245
244652395,2019-05-13 00:00:00.000000,2019-08-11 00:00:00.000000,0.9837700158
244652395,2019-08-12 00:00:00.000000,2019-11-11 00:00:00.000000,0.9883456903
244652395,2019-11-12 00:00:00.000000,2020-02-12 00:00:00.000000,0.9923900157
244652395,2020-02-13 00:00:00.000000,2020-04-14 00:00:00.000000,0.9960370589
244652395,2020-04-15 00:00:00.000000,,1.0000000000
2666036,2018-03-08 00:00:00.000000,2018-06-06 00:00:00.000000,0.7338373232
2666036,2018-06-07 00:00:00.000000,2018-09-05 00:00:00.000000,0.7375191918
2666036,2018-09-06 00:00:00.000000,2018-12-05 00:00:00.000000,0.7413327057
2666036,2018-12-06 00:00:00.000000,2019-03-06 00:00:00.000000,0.7451881304
2666036,2019-03-07 00:00:00.000000,2019-06-05 00:00:00.000000,0.7489197036
2666036,2019-06-06 00:00:00.000000,2019-09-04 00:00:00.000000,0.7521323903
2666036,2019-09-05 00:00:00.000000,2019-12-04 00:00:00.000000,0.7554861693
2666036,2019-12-05 00:00:00.000000,2020-03-01 00:00:00.000000,0.7586131327
2666036,2020-03-02 00:00:00.000000,2020-03-11 00:00:00.000000,0.9778768591
2666036,2020-03-12 00:00:00.000000,2020-06-03 00:00:00.000000,0.9827446598
2666036,2020-06-04 00:00:00.000000,2020-09-02 00:00:00.000000,0.9882974814
2666036,2020-09-03 00:00:00.000000,2020-12-02 00:00:00.000000,0.9925958374
2666036,2020-12-03 00:00:00.000000,2021-03-03 00:00:00.000000,0.9962539683
2666036,2021-03-04 00:00:00.000000,,1.0000000000
2617597,2000-01-01 00:00:00.000000,,1.0000000000
48945042,2017-10-26 00:00:00.000000,2018-01-31 00:00:00.000000,0.8893832603
2665651,2017-12-28 00:00:00.000000,2018-03-27 00:00:00.000000,0.9749205419
2665651,2018-03-28 00:00:00.000000,2018-06-27 00:00:00.000000,0.9770822282
2665651,2018-06-28 00:00:00.000000,2018-09-26 00:00:00.000000,0.9792175381
2665651,2018-09-27 00:00:00.000000,2018-12-26 00:00:00.000000,0.9810282493
2665651,2018-12-27 00:00:00.000000,2019-03-27 00:00:00.000000,0.9833415406
2665651,2019-03-28 00:00:00.000000,2019-06-26 00:00:00.000000,0.9852049592
2665651,2019-06-27 00:00:00.000000,2019-09-26 00:00:00.000000,0.9872730882
2665651,2019-09-27 00:00:00.000000,2019-12-25 00:00:00.000000,0.9890076822
2665651,2019-12-26 00:00:00.000000,2020-03-25 00:00:00.000000,0.9905834762
2665651,2020-03-26 00:00:00.000000,2020-06-25 00:00:00.000000,0.9930448079
2665651,2020-06-26 00:00:00.000000,2020-09-28 00:00:00.000000,0.9951161686
2665651,2020-09-29 00:00:00.000000,2020-12-23 00:00:00.000000,0.9968713525
2665651,2020-12-24 00:00:00.000000,2021-03-25 00:00:00.000000,0.9984798581
2665651,2021-03-26 00:00:00.000000,,1.0000000000
2626848,2017-10-06 00:00:00.000000,2018-01-08 00:00:00.000000,0.9100711144
2626848,2018-01-09 00:00:00.000000,2018-04-08 00:00:00.000000,0.9138915376
2626848,2018-04-09 00:00:00.000000,2018-07-08 00:00:00.000000,0.9182731184
2626848,2018-07-09 00:00:00.000000,2018-10-08 00:00:00.000000,0.9230808311
2626848,2018-10-09 00:00:00.000000,2019-01-08 00:00:00.000000,0.9274170115
2626848,2019-01-09 00:00:00.000000,2019-04-08 00:00:00.000000,0.9338695180
2626848,2019-04-09 00:00:00.000000,2019-07-08 00:00:00.000000,0.9393445888
2626848,2019-07-09 00:00:00.000000,2019-10-08 00:00:00.000000,0.9446540526
2626848,2019-10-09 00:00:00.000000,2020-01-08 00:00:00.000000,0.9511810741
2626848,2020-01-09 00:00:00.000000,2020-04-08 00:00:00.000000,0.9576715625
2626848,2020-04-09 00:00:00.000000,2020-07-08 00:00:00.000000,0.9695829003
2626848,2020-07-09 00:00:00.000000,2020-10-07 00:00:00.000000,0.9807211301
2626848,2020-10-08 00:00:00.000000,2021-01-07 00:00:00.000000,0.9920197606
2626848,2021-01-08 00:00:00.000000,,1.0000000000
48945042,2018-02-01 00:00:00.000000,2018-05-02 00:00:00.000000,0.8946258694
48945042,2018-05-03 00:00:00.000000,2018-08-01 00:00:00.000000,0.9034340538
48945042,2018-08-02 00:00:00.000000,2018-10-31 00:00:00.000000,0.9091913842
48945042,2018-11-01 00:00:00.000000,2019-01-30 00:00:00.000000,0.9152330654
48945042,2019-01-31 00:00:00.000000,2019-05-01 00:00:00.000000,0.9293841826
48945042,2019-05-02 00:00:00.000000,2019-07-31 00:00:00.000000,0.9443742501
48945042,2019-08-01 00:00:00.000000,2019-10-30 00:00:00.000000,0.9640376419
48945042,2019-10-31 00:00:00.000000,2020-01-29 00:00:00.000000,0.9859475883
48945042,2020-01-30 00:00:00.000000,,1.0000000000
2610835,2017-11-22 00:00:00.000000,2018-02-25 00:00:00.000000,0.9265535520
2610835,2018-02-26 00:00:00.000000,2018-06-03 00:00:00.000000,0.9331824559
2610835,2018-06-04 00:00:00.000000,2018-08-28 00:00:00.000000,0.9395776681
2610835,2018-08-29 00:00:00.000000,2018-11-28 00:00:00.000000,0.9457324702
2610835,2018-11-29 00:00:00.000000,2019-02-26 00:00:00.000000,0.9516653460
2610835,2019-02-27 00:00:00.000000,2019-05-30 00:00:00.000000,0.9580274258
2610835,2019-05-31 00:00:00.000000,2019-08-27 00:00:00.000000,0.9640850629
2610835,2019-08-28 00:00:00.000000,2019-11-26 00:00:00.000000,0.9694949495
2610835,2019-11-27 00:00:00.000000,2020-02-26 00:00:00.000000,0.9746811894
2610835,2020-02-27 00:00:00.000000,2020-05-31 00:00:00.000000,0.9797714780
2610835,2020-06-01 00:00:00.000000,2020-08-26 00:00:00.000000,0.9851683936
2610835,2020-08-27 00:00:00.000000,2020-11-24 00:00:00.000000,0.9901368221
2610835,2020-11-25 00:00:00.000000,2021-02-24 00:00:00.000000,0.9947803688
2610835,2021-02-25 00:00:00.000000,,1.0000000000
2665988,2017-12-13 00:00:00.000000,2018-03-12 00:00:00.000000,0.9145189803
2665988,2018-03-13 00:00:00.000000,2018-06-14 00:00:00.000000,0.9222281486
2665988,2018-06-15 00:00:00.000000,2018-09-12 00:00:00.000000,0.9301874536
2665988,2018-09-13 00:00:00.000000,2018-12-12 00:00:00.000000,0.9374459835
2665988,2018-12-13 00:00:00.000000,2019-03-13 00:00:00.000000,0.9450037318
2665988,2019-03-14 00:00:00.000000,2019-06-13 00:00:00.000000,0.9510084312
2665988,2019-06-14 00:00:00.000000,2019-09-12 00:00:00.000000,0.9577911490
2665988,2019-09-13 00:00:00.000000,2019-12-12 00:00:00.000000,0.9642177641
2665988,2019-12-13 00:00:00.000000,2020-03-12 00:00:00.000000,0.9698715458
2627050,2017-11-30 00:00:00.000000,2018-02-27 00:00:00.000000,0.9195631201
2627050,2018-02-28 00:00:00.000000,2018-05-30 00:00:00.000000,0.9247267392
2627050,2018-05-31 00:00:00.000000,2018-08-30 00:00:00.000000,0.9305236722
2665988,2020-03-13 00:00:00.000000,2020-06-11 00:00:00.000000,0.9775167786
2665988,2020-06-12 00:00:00.000000,2020-09-13 00:00:00.000000,0.9840830735
2665988,2020-09-14 00:00:00.000000,2020-12-13 00:00:00.000000,0.9901197858
2665988,2020-12-14 00:00:00.000000,2021-03-11 00:00:00.000000,0.9952239273
2665988,2021-03-12 00:00:00.000000,,1.0000000000
3809426,2017-12-19 00:00:00.000000,2018-03-19 00:00:00.000000,0.8492169569
2627050,2018-08-31 00:00:00.000000,2018-11-29 00:00:00.000000,0.9363421725
2627050,2018-11-30 00:00:00.000000,2019-02-27 00:00:00.000000,0.9432036501
2627050,2019-02-28 00:00:00.000000,2019-05-30 00:00:00.000000,0.9499986204
2627050,2019-05-31 00:00:00.000000,2019-08-29 00:00:00.000000,0.9561500124
2627050,2019-08-30 00:00:00.000000,2019-11-28 00:00:00.000000,0.9616533220
2627050,2019-11-29 00:00:00.000000,2020-02-27 00:00:00.000000,0.9675433995
2627050,2020-02-28 00:00:00.000000,2020-05-28 00:00:00.000000,0.9736190253
2627050,2020-05-29 00:00:00.000000,2020-08-30 00:00:00.000000,0.9795191507
2627050,2020-08-31 00:00:00.000000,2020-11-29 00:00:00.000000,0.9854980564
2627050,2020-11-30 00:00:00.000000,2021-02-25 00:00:00.000000,0.9923907636
2627050,2021-02-26 00:00:00.000000,,1.0000000000
2664699,2017-11-13 00:00:00.000000,2018-02-12 00:00:00.000000,0.9071491453
2664699,2018-02-13 00:00:00.000000,2018-05-10 00:00:00.000000,0.9154024062
2664699,2018-05-11 00:00:00.000000,2018-08-12 00:00:00.000000,0.9236077979
2664699,2018-08-13 00:00:00.000000,2018-11-12 00:00:00.000000,0.9312701472
2664699,2018-11-13 00:00:00.000000,2019-02-12 00:00:00.000000,0.9385894225
2664699,2019-02-13 00:00:00.000000,2019-05-12 00:00:00.000000,0.9460275389
2664699,2019-05-13 00:00:00.000000,2019-08-12 00:00:00.000000,0.9531269569
2664699,2019-08-13 00:00:00.000000,2019-11-12 00:00:00.000000,0.9594171684
2664699,2019-11-13 00:00:00.000000,2020-02-12 00:00:00.000000,0.9659543682
2664699,2020-02-13 00:00:00.000000,2020-05-12 00:00:00.000000,0.9720568591
2664699,2020-05-13 00:00:00.000000,2020-08-12 00:00:00.000000,0.9793434694
2664699,2020-08-13 00:00:00.000000,2020-11-11 00:00:00.000000,0.9861030902
2664699,2020-11-12 00:00:00.000000,2021-02-10 00:00:00.000000,0.9921120037
2664699,2021-02-11 00:00:00.000000,,1.0000000000
3809426,2018-03-20 00:00:00.000000,2018-06-18 00:00:00.000000,0.8581680475
3809426,2018-06-19 00:00:00.000000,2018-09-17 00:00:00.000000,0.8674336151
3809426,2018-09-18 00:00:00.000000,2018-12-17 00:00:00.000000,0.8789847285
3809426,2018-12-18 00:00:00.000000,2019-03-18 00:00:00.000000,0.8940325649
3809426,2019-03-19 00:00:00.000000,2019-06-17 00:00:00.000000,0.9058827756
3809426,2019-06-18 00:00:00.000000,2019-09-23 00:00:00.000000,0.9189334536
3809426,2019-09-24 00:00:00.000000,2019-12-23 00:00:00.000000,0.9300410529
3809426,2019-12-24 00:00:00.000000,2020-03-23 00:00:00.000000,0.9401637369
3809426,2020-03-24 00:00:00.000000,2020-06-22 00:00:00.000000,0.9553919061
3809426,2020-06-23 00:00:00.000000,2020-09-21 00:00:00.000000,0.9677477504
3809426,2020-09-22 00:00:00.000000,2020-12-21 00:00:00.000000,0.9809683481
3809426,2020-12-22 00:00:00.000000,2021-03-22 00:00:00.000000,0.9911772452
3809426,2021-03-23 00:00:00.000000,,1.0000000000
38985681,2017-11-16 00:00:00.000000,2018-02-14 00:00:00.000000,0.9664961536
38985681,2018-02-15 00:00:00.000000,2018-05-16 00:00:00.000000,0.9690243324
38985681,2018-05-17 00:00:00.000000,2018-08-15 00:00:00.000000,0.9713557827
304886085,2017-11-09 00:00:00.000000,2018-02-14 00:00:00.000000,0.8908157156
304886085,2018-02-15 00:00:00.000000,2018-05-02 00:00:00.000000,0.8968130658
304886085,2018-05-03 00:00:00.000000,2018-08-08 00:00:00.000000,0.9034469832
304886085,2018-08-09 00:00:00.000000,2018-11-07 00:00:00.000000,0.9104165240
304886085,2018-11-08 00:00:00.000000,2019-02-13 00:00:00.000000,0.9193546946
304886085,2019-02-14 00:00:00.000000,2019-05-08 00:00:00.000000,0.9301678363
304886085,2019-05-09 00:00:00.000000,2019-08-07 00:00:00.000000,0.9414044317
304886085,2019-08-08 00:00:00.000000,2019-11-17 00:00:00.000000,0.9538797198
304886085,2019-11-18 00:00:00.000000,2020-02-12 00:00:00.000000,0.9651103583
304886085,2020-02-13 00:00:00.000000,2020-05-17 00:00:00.000000,0.9759307638
304886085,2020-05-18 00:00:00.000000,2020-08-12 00:00:00.000000,0.9840601329
304886085,2020-08-13 00:00:00.000000,2020-11-11 00:00:00.000000,0.9905987385
304886085,2020-11-12 00:00:00.000000,2021-02-09 00:00:00.000000,0.9954285714
304886085,2021-02-10 00:00:00.000000,,1.0000000000
38985681,2018-08-16 00:00:00.000000,2018-11-14 00:00:00.000000,0.9746117866
38985681,2018-11-15 00:00:00.000000,2019-02-20 00:00:00.000000,0.9784418214
38985681,2019-02-21 00:00:00.000000,2019-05-15 00:00:00.000000,0.9816748656
38985681,2019-05-16 00:00:00.000000,2019-08-14 00:00:00.000000,0.9842591585
38985681,2019-08-15 00:00:00.000000,2019-11-13 00:00:00.000000,0.9873262295
305755683,2017-11-16 00:00:00.000000,2018-03-07 00:00:00.000000,0.8521192208
305755683,2018-03-08 00:00:00.000000,2018-05-16 00:00:00.000000,0.8600877181
305755683,2018-05-17 00:00:00.000000,2018-08-15 00:00:00.000000,0.8692508447
305755683,2018-08-16 00:00:00.000000,2018-11-14 00:00:00.000000,0.8785432723
305755683,2018-11-15 00:00:00.000000,2019-03-06 00:00:00.000000,0.8890996415
305755683,2019-03-07 00:00:00.000000,2019-05-29 00:00:00.000000,0.9000558909
305755683,2019-05-30 00:00:00.000000,2019-08-19 00:00:00.000000,0.9127865259
305755683,2019-08-20 00:00:00.000000,2019-11-13 00:00:00.000000,0.9272122315
305755683,2019-11-14 00:00:00.000000,2020-03-11 00:00:00.000000,0.9384853286
305755683,2020-03-12 00:00:00.000000,2020-05-27 00:00:00.000000,0.9546243712
305755683,2020-05-28 00:00:00.000000,2020-08-26 00:00:00.000000,0.9670908991
305755683,2020-08-27 00:00:00.000000,2020-11-24 00:00:00.000000,0.9781718604
305755683,2020-11-25 00:00:00.000000,2021-03-10 00:00:00.000000,0.9898759808
305755683,2021-03-11 00:00:00.000000,,1.0000000000
38985681,2019-11-14 00:00:00.000000,2020-02-19 00:00:00.000000,0.9900276412
38985681,2020-02-20 00:00:00.000000,2020-05-13 00:00:00.000000,0.9920588960
38985681,2020-05-14 00:00:00.000000,2020-08-12 00:00:00.000000,0.9940729882
38985681,2020-08-13 00:00:00.000000,2020-11-11 00:00:00.000000,0.9962633804
38985681,2020-11-12 00:00:00.000000,2021-02-17 00:00:00.000000,0.9982245288
38985681,2021-02-18 00:00:00.000000,,1.0000000000
107990214,2017-11-30 00:00:00.000000,2018-02-28 00:00:00.000000,0.9577651582
2627079,2017-11-28 00:00:00.000000,2018-02-26 00:00:00.000000,0.9825246965
2627079,2018-02-27 00:00:00.000000,2018-05-28 00:00:00.000000,0.9837366725
2627079,2018-05-29 00:00:00.000000,2018-08-27 00:00:00.000000,0.9849745754
2627079,2018-08-28 00:00:00.000000,2018-11-26 00:00:00.000000,0.9862021722
2627079,2018-11-27 00:00:00.000000,2019-02-25 00:00:00.000000,0.9874863565
2627079,2019-02-26 00:00:00.000000,2019-05-27 00:00:00.000000,0.9887743598
2627079,2019-05-28 00:00:00.000000,2019-08-26 00:00:00.000000,0.9899592018
2627079,2019-08-27 00:00:00.000000,2019-11-25 00:00:00.000000,0.9912512394
2627079,2019-11-26 00:00:00.000000,2020-02-24 00:00:00.000000,0.9924722929
2627079,2020-02-25 00:00:00.000000,2020-05-25 00:00:00.000000,0.9936590632
2627079,2020-05-26 00:00:00.000000,2020-08-17 00:00:00.000000,0.9956090967
2627079,2020-08-18 00:00:00.000000,2020-11-23 00:00:00.000000,0.9973028856
2627079,2020-11-24 00:00:00.000000,2021-02-22 00:00:00.000000,0.9987368634
2627079,2021-02-23 00:00:00.000000,,1.0000000000
107990214,2018-03-01 00:00:00.000000,2018-05-30 00:00:00.000000,0.9600794288
107990214,2018-05-31 00:00:00.000000,2018-08-29 00:00:00.000000,0.9627044561
107990214,2018-08-30 00:00:00.000000,2018-11-28 00:00:00.000000,0.9656751746
107990214,2018-11-29 00:00:00.000000,2019-02-27 00:00:00.000000,0.9685011852
107990214,2019-02-28 00:00:00.000000,2019-05-29 00:00:00.000000,0.9717006243
107990214,2019-05-30 00:00:00.000000,2019-08-28 00:00:00.000000,0.9745168846
107990214,2019-08-29 00:00:00.000000,2019-11-25 00:00:00.000000,0.9774502130
107990214,2019-11-26 00:00:00.000000,2020-02-27 00:00:00.000000,0.9803017695
107990214,2020-02-28 00:00:00.000000,2020-05-27 00:00:00.000000,0.9832215067
107990214,2020-05-28 00:00:00.000000,2020-08-26 00:00:00.000000,0.9866815238
107990214,2020-08-27 00:00:00.000000,2020-11-26 00:00:00.000000,0.9912449666
107990214,2020-11-27 00:00:00.000000,2021-02-24 00:00:00.000000,0.9958004200
107990214,2021-02-25 00:00:00.000000,,1.0000000000
25664369,2008-01-07 00:00:00.000000,,1.0000000000
104594732,2017-12-04 00:00:00.000000,2018-03-01 00:00:00.000000,0.8571450814
303054012,2017-11-20 00:00:00.000000,2018-03-05 00:00:00.000000,0.8912269530
303054012,2018-03-06 00:00:00.000000,2018-06-04 00:00:00.000000,0.9004372011
303054012,2018-06-05 00:00:00.000000,2018-08-20 00:00:00.000000,0.9110698941
303054012,2018-08-21 00:00:00.000000,2018-11-19 00:00:00.000000,0.9234485612
303054012,2018-11-20 00:00:00.000000,2019-03-05 00:00:00.000000,0.9362488383
303054012,2019-03-06 00:00:00.000000,2019-06-03 00:00:00.000000,0.9486800634
303054012,2019-06-04 00:00:00.000000,2019-08-20 00:00:00.000000,0.9634111202
303054012,2019-08-21 00:00:00.000000,2019-11-19 00:00:00.000000,0.9799564535
303054012,2019-11-20 00:00:00.000000,2020-03-03 00:00:00.000000,0.9828571633
303054012,2020-03-04 00:00:00.000000,2020-06-02 00:00:00.000000,0.9862231125
104594732,2018-03-02 00:00:00.000000,2018-06-07 00:00:00.000000,0.8651460623
104594732,2018-06-08 00:00:00.000000,2018-09-03 00:00:00.000000,0.8725065019
104594732,2018-09-04 00:00:00.000000,2018-12-06 00:00:00.000000,0.8803120708
104594732,2018-12-07 00:00:00.000000,2019-02-28 00:00:00.000000,0.8904039208
104594732,2019-03-01 00:00:00.000000,2019-06-06 00:00:00.000000,0.9009387518
104594732,2019-06-07 00:00:00.000000,2019-09-02 00:00:00.000000,0.9128664494
104594732,2019-09-03 00:00:00.000000,2019-11-28 00:00:00.000000,0.9254238943
104594732,2019-11-29 00:00:00.000000,2020-02-27 00:00:00.000000,0.9358163551
104594732,2020-02-28 00:00:00.000000,2020-06-04 00:00:00.000000,0.9498837449
104594732,2020-06-05 00:00:00.000000,2020-08-27 00:00:00.000000,0.9635651980
104594732,2020-08-28 00:00:00.000000,2020-11-26 00:00:00.000000,0.9784722771
104594732,2020-11-27 00:00:00.000000,2021-03-04 00:00:00.000000,0.9901102006
303054012,2020-06-03 00:00:00.000000,2020-08-18 00:00:00.000000,0.9901811986
303054012,2020-08-19 00:00:00.000000,2020-11-17 00:00:00.000000,0.9939944766
303054012,2020-11-18 00:00:00.000000,2021-03-02 00:00:00.000000,0.9975893933
303054012,2021-03-03 00:00:00.000000,,1.0000000000
2627356,2017-10-24 00:00:00.000000,2018-01-22 00:00:00.000000,0.9426768893
2627356,2018-01-23 00:00:00.000000,2018-04-23 00:00:00.000000,0.9462991717
2627356,2018-04-24 00:00:00.000000,2018-07-23 00:00:00.000000,0.9509213144
2627356,2018-07-24 00:00:00.000000,2018-10-22 00:00:00.000000,0.9554549083
2627356,2018-10-23 00:00:00.000000,2019-01-21 00:00:00.000000,0.9601389891
2627356,2019-01-22 00:00:00.000000,2019-04-22 00:00:00.000000,0.9650158856
2627356,2019-04-23 00:00:00.000000,2019-07-22 00:00:00.000000,0.9691168827
2627356,2019-07-23 00:00:00.000000,2019-10-21 00:00:00.000000,0.9743425129
2627356,2019-10-22 00:00:00.000000,2020-01-20 00:00:00.000000,0.9791530011
2627356,2020-01-21 00:00:00.000000,2020-04-20 00:00:00.000000,0.9835741008
2627356,2020-04-21 00:00:00.000000,2020-07-20 00:00:00.000000,0.9892937641
2627356,2020-07-21 00:00:00.000000,2020-10-19 00:00:00.000000,0.9930841616
2627356,2020-10-20 00:00:00.000000,2021-01-18 00:00:00.000000,0.9964981907
2627356,2021-01-19 00:00:00.000000,,1.0000000000
104594732,2021-03-05 00:00:00.000000,,1.0000000000
2636236,2000-01-01 00:00:00.000000,,1.0000000000
12465727,2017-09-12 00:00:00.000000,2018-03-12 00:00:00.000000,0.9911699438
12465727,2018-03-13 00:00:00.000000,2018-09-10 00:00:00.000000,0.9959505062
12465727,2018-09-11 00:00:00.000000,,1.0000000000
241894832,2017-09-12 00:00:00.000000,2018-03-12 00:00:00.000000,0.9529115321
241894832,2018-03-13 00:00:00.000000,2018-09-10 00:00:00.000000,0.9586005561
241894832,2018-09-11 00:00:00.000000,2019-03-11 00:00:00.000000,0.9660028770
241894832,2019-03-12 00:00:00.000000,2019-09-09 00:00:00.000000,0.9733266289
241894832,2019-09-10 00:00:00.000000,2020-03-09 00:00:00.000000,0.9799704967
241894832,2020-03-10 00:00:00.000000,2020-09-14 00:00:00.000000,0.9894023591
241894832,2020-09-15 00:00:00.000000,2021-03-15 00:00:00.000000,0.9959546926
241894832,2021-03-16 00:00:00.000000,,1.0000000000
2631805,2017-12-14 00:00:00.000000,2018-03-13 00:00:00.000000,0.9474706962
2618035,2017-11-06 00:00:00.000000,2018-02-11 00:00:00.000000,0.8547772046
2618035,2018-02-12 00:00:00.000000,2018-05-06 00:00:00.000000,0.8683947868
2618035,2018-05-07 00:00:00.000000,2018-08-05 00:00:00.000000,0.8820542239
2618035,2018-08-06 00:00:00.000000,2018-11-07 00:00:00.000000,0.8941485844
2618035,2018-11-08 00:00:00.000000,2019-02-20 00:00:00.000000,0.9055498635
2618035,2019-02-21 00:00:00.000000,2019-05-12 00:00:00.000000,0.9160710758
